,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,Cluster
58951,5,3,1,1,1,1,1,6,1,1,27,27,3
58952,1,3,1,1,1,1,1,6,1,1,27,27,3
58953,2,3,1,1,1,1,1,5,1,1,27,27,3
58954,1,3,1,1,1,1,1,4,1,1,27,27,3
58955,2,3,1,1,1,1,1,3,1,1,27,27,3
58956,3,3,1,1,1,1,1,4,1,1,27,27,3
58957,4,3,1,1,1,1,2,5,1,1,27,27,3
58958,5,3,1,1,1,1,1,4,1,1,27,27,3
58959,1,3,1,1,1,1,1,5,1,1,27,27,3
58960,2,3,1,1,1,1,2,2,1,1,27,27,3
58961,3,3,1,1,1,1,1,3,1,1,27,27,3
58962,2,3,1,1,1,1,1,5,1,1,27,27,3
58963,3,3,1,1,1,1,1,3,1,1,27,27,3
58964,4,3,1,1,1,1,1,3,1,1,27,27,3
58965,1,3,1,1,1,1,1,4,1,1,27,27,3
58966,2,3,1,1,1,1,1,4,1,1,27,27,3
58967,4,3,1,1,1,1,1,6,1,1,27,27,3
58968,5,3,1,1,1,1,1,5,1,1,27,27,3
58969,2,3,1,1,1,1,1,5,1,1,27,27,3
58970,3,3,1,1,1,1,1,2,1,1,27,27,3
58971,4,3,1,1,1,1,1,4,1,1,27,27,3
58972,5,3,1,1,1,1,1,2,1,1,27,27,3
58973,1,2,1,1,1,1,1,4,1,1,27,27,3
58974,2,3,1,1,1,1,1,4,1,1,27,27,3
58975,4,3,1,1,1,1,1,3,1,1,27,27,3
58976,5,3,1,1,1,1,1,2,1,1,27,27,3
58977,1,3,1,1,1,1,1,3,1,1,27,27,3
58978,2,3,1,1,1,1,2,3,1,1,27,27,3
58979,3,3,1,1,1,1,1,3,1,1,27,27,3
58980,4,3,1,1,1,1,1,3,1,1,27,27,3
58981,5,3,1,1,1,1,1,2,1,1,27,27,3
58982,1,2,1,2,1,1,1,4,1,1,27,27,3
58983,2,2,1,1,1,1,1,2,1,1,27,27,3
58984,3,3,1,2,1,1,1,4,1,1,27,27,3
58985,4,2,2,2,1,1,1,4,1,1,27,27,3
58986,1,3,1,1,1,1,1,3,1,1,27,27,3
58987,3,3,1,1,1,1,1,1,1,1,27,27,3
58988,4,3,1,1,1,1,1,6,1,1,27,27,3
58989,1,2,1,2,1,1,1,5,1,1,27,27,3
58990,2,2,1,2,1,1,1,2,1,1,27,27,3
58991,3,3,1,2,1,1,1,1,1,1,27,27,3
58992,5,2,1,2,1,1,1,9,1,1,27,27,3
58993,1,2,1,2,1,1,2,1,1,1,27,27,3
58994,2,2,1,2,1,1,1,1,1,1,27,27,3
58995,3,2,1,2,1,1,1,8,1,1,27,27,3
58996,4,3,1,2,1,1,1,3,1,1,27,27,3
58997,5,2,2,4,1,1,1,4,1,1,27,27,3
58998,1,2,2,2,1,1,1,5,1,1,27,27,3
58999,2,2,2,2,1,1,1,2,1,1,27,27,3
59000,3,3,2,2,1,1,1,4,1,1,27,27,3
59001,4,2,1,2,1,2,2,2,1,1,27,27,3
59002,5,2,1,2,1,1,1,5,1,1,27,27,3
59003,7,3,2,2,1,1,1,6,1,1,27,27,3
59004,8,3,1,2,1,1,1,4,1,1,27,27,3
59005,9,2,1,2,1,1,1,4,1,1,27,27,3
59006,10,3,1,2,1,1,1,3,1,1,27,27,3
59007,11,2,1,2,1,1,1,2,1,1,27,27,3
59008,12,2,1,2,1,1,2,4,1,1,27,27,0
59009,13,2,1,2,1,1,1,4,1,1,27,27,0
59010,14,2,1,2,1,1,1,1,1,1,27,27,0
59011,15,3,1,2,1,1,1,4,1,1,27,27,0
59012,17,2,2,2,1,1,2,4,1,1,27,27,0
59013,18,3,1,4,1,1,2,2,1,1,27,27,0
59014,1,2,1,1,1,1,1,4,1,1,27,27,3
59015,2,2,1,1,1,1,1,1,1,1,27,27,3
59016,3,3,1,1,1,1,1,3,1,1,27,27,3
59017,4,3,2,1,1,1,1,5,1,1,27,27,3
59018,5,2,4,1,1,1,1,5,1,1,27,27,3
59019,7,2,2,1,1,1,1,1,1,1,27,27,3
59020,8,2,1,1,1,1,1,1,1,1,27,27,3
59021,9,2,6,2,1,1,2,8,1,1,27,27,3
59022,10,2,6,1,1,1,1,2,1,1,27,27,3
59023,11,3,6,1,1,1,1,3,1,1,27,27,3
59024,12,3,6,1,1,1,1,3,1,1,27,27,0
59025,13,2,6,1,1,1,1,5,1,1,27,27,0
59026,3,3,1,1,1,1,1,7,1,1,27,27,3
59027,5,3,1,1,1,1,1,4,1,1,27,27,3
59028,1,2,1,1,1,1,1,1,1,1,27,27,3
59029,2,3,1,1,1,1,1,1,1,1,27,27,3
59030,3,3,1,1,1,1,1,5,1,1,27,27,3
59031,4,3,1,1,1,1,1,2,1,1,27,27,3
59032,5,3,1,1,1,1,1,2,1,1,27,27,3
59033,2,3,1,1,1,1,1,9,1,1,27,27,3
59034,3,2,1,1,1,1,2,4,1,1,27,27,3
59035,5,3,1,1,1,1,1,5,1,1,27,27,3
59036,1,2,1,1,1,1,1,4,1,1,27,27,3
59037,2,2,1,1,1,2,1,2,1,1,27,27,3
59038,3,3,1,1,1,1,1,2,1,1,27,27,3
59039,4,2,1,1,1,1,1,2,1,1,27,27,3
59040,5,2,1,1,1,1,1,3,1,1,27,27,3
59041,1,3,1,1,1,1,1,3,1,1,27,27,3
59042,2,3,1,1,1,1,1,4,1,1,27,27,3
59043,5,2,1,1,1,1,1,5,1,1,27,27,3
59044,2,3,1,1,1,1,1,6,1,1,27,27,3
59045,3,3,1,1,1,1,1,1,1,1,27,27,3
59046,5,3,1,1,1,1,1,2,1,1,27,27,3
59047,1,3,1,1,1,1,1,4,1,1,27,27,3
59048,3,3,1,1,1,1,1,1,1,1,27,27,3
59049,4,3,1,1,1,1,1,6,1,1,27,27,3
59050,5,2,1,1,1,1,2,8,1,1,27,27,3
59051,1,2,1,1,1,1,2,4,1,1,27,27,3
59052,2,2,2,1,1,2,2,6,1,1,27,27,3
59053,3,3,1,1,1,1,2,4,1,1,27,27,3
59054,4,2,2,1,1,2,2,2,1,1,27,27,3
59055,5,2,2,1,1,1,2,1,1,1,27,27,3
59056,1,2,1,1,1,1,2,2,1,1,27,27,3
59057,2,2,2,1,1,2,2,2,1,1,27,27,3
59058,3,3,1,1,1,2,2,1,1,1,27,27,3
59059,4,3,1,1,1,1,1,7,1,1,27,27,3
59060,5,3,1,1,1,1,1,2,1,1,27,27,3
59061,2,2,1,1,1,1,1,4,1,1,27,27,3
59062,3,2,2,1,1,1,1,8,2,3,27,27,3
59063,4,3,1,1,1,1,1,7,1,1,27,27,3
59064,5,3,1,1,1,1,1,7,1,1,27,27,3
59065,1,3,1,1,1,1,1,1,1,1,27,27,3
59066,2,3,1,1,1,1,1,3,1,1,27,27,3
59067,1,3,1,1,1,1,1,3,1,1,27,27,3
59068,2,3,1,1,1,1,1,3,1,1,27,27,3
59069,5,3,1,1,1,1,1,7,1,1,27,27,3
59070,2,1,2,2,1,1,1,1,1,1,27,27,3
59071,3,2,2,2,1,1,1,4,1,1,27,27,3
59072,5,2,1,2,1,1,1,2,1,1,27,27,3
59073,1,3,1,1,1,1,1,4,1,1,27,27,3
59074,3,1,2,2,1,1,1,3,1,1,27,27,3
59075,4,2,1,2,1,1,2,4,1,1,27,27,3
59076,5,1,4,5,1,1,1,1,1,1,27,27,3
59077,1,3,1,1,1,1,1,3,1,1,27,27,3
59078,2,2,1,1,1,2,1,2,1,1,27,27,3
59079,3,2,2,1,1,2,2,3,1,1,27,27,3
59080,4,3,1,1,1,1,1,2,1,1,27,27,3
59081,5,3,1,1,1,1,1,3,1,1,27,27,3
59082,6,3,1,1,1,1,1,3,1,1,27,27,3
59083,7,3,1,1,1,1,1,3,1,1,27,27,3
59084,9,3,1,1,1,1,1,2,1,1,27,27,3
59085,10,3,1,1,1,1,1,1,1,1,27,27,3
59086,11,3,1,1,1,1,1,1,1,1,27,27,3
59087,12,3,1,1,1,1,1,4,1,1,27,27,0
59088,14,3,1,1,1,1,1,4,1,1,27,27,0
59089,15,2,1,1,1,1,1,5,1,1,27,27,0
59090,16,3,1,1,1,1,1,10,1,1,27,27,0
59091,17,3,2,1,1,1,1,6,1,1,27,27,0
59092,18,3,1,1,1,1,1,4,1,1,27,27,0
59093,19,2,1,1,1,1,1,5,1,1,27,27,0
59094,20,3,1,1,1,1,1,6,1,1,27,27,0
59095,1,3,1,1,1,1,1,4,1,1,27,27,3
59096,2,3,1,1,1,1,1,2,1,1,27,27,3
59097,3,3,1,1,1,1,1,5,1,1,27,27,3
59098,4,3,1,1,1,1,1,4,1,1,27,27,3
59099,5,3,1,1,1,1,1,3,1,1,27,27,3
59100,14,3,2,1,1,1,1,4,1,1,27,27,0
59101,15,2,2,1,1,1,1,5,1,1,27,27,0
59102,16,2,2,1,1,2,2,3,1,1,27,27,0
59103,17,3,2,1,1,1,1,3,1,1,27,27,0
59104,18,2,1,2,1,1,1,5,1,1,27,27,0
59105,19,2,1,1,1,1,1,6,1,1,27,27,0
59106,20,2,1,4,1,1,1,2,1,1,27,27,0
59107,1,3,1,1,1,1,1,4,1,1,27,27,3
59108,2,3,1,1,1,1,2,2,1,1,27,27,3
59109,3,3,1,1,1,1,1,3,1,1,27,27,3
59110,4,3,1,1,1,1,1,3,1,1,27,27,3
59111,5,3,1,1,1,1,1,5,1,1,27,27,3
59112,6,3,1,1,1,1,1,4,1,1,27,27,3
59113,7,3,1,1,1,1,1,2,1,1,27,27,3
59114,8,3,1,1,1,1,1,5,1,1,27,27,3
59115,10,2,1,1,1,1,1,1,1,1,27,27,3
59116,11,2,1,1,1,1,1,3,1,1,27,27,3
59117,12,3,1,1,1,1,1,4,1,1,27,27,0
59118,14,3,1,1,1,1,1,4,1,1,27,27,0
59119,15,3,1,1,1,1,1,4,1,1,27,27,0
59120,16,3,1,1,1,1,1,4,1,1,27,27,0
59121,19,3,1,1,1,1,2,3,1,1,27,27,0
59122,20,3,1,1,1,1,1,6,1,1,27,27,0
59123,1,3,1,1,1,1,1,5,1,1,27,27,3
59124,2,2,1,1,1,2,2,1,1,1,27,27,3
59125,3,3,1,1,1,1,1,5,1,1,27,27,3
59126,4,3,1,2,1,1,1,8,1,1,27,27,3
59127,5,3,1,2,1,1,2,2,1,1,27,27,3
59128,6,3,1,2,1,1,1,3,1,1,27,27,3
59129,7,3,1,1,1,1,1,2,1,1,27,27,3
59130,8,2,1,2,1,2,2,1,1,1,27,27,3
59131,9,2,1,1,1,1,2,2,1,1,27,27,3
59132,10,3,1,1,1,1,2,1,1,1,27,27,3
59133,11,2,2,2,1,1,1,9,1,1,27,27,3
59134,12,2,1,2,1,1,1,4,1,1,27,27,0
59135,13,3,1,2,1,1,1,3,1,1,27,27,0
59136,15,3,1,1,1,1,1,2,1,1,27,27,0
59137,16,3,1,1,1,1,1,1,1,1,27,27,0
59138,17,3,1,1,1,1,1,3,1,1,27,27,0
59139,20,2,1,1,1,2,1,4,1,1,27,27,0
59140,1,3,1,2,1,1,1,3,1,1,27,27,3
59141,2,2,1,1,1,1,2,1,1,1,27,27,3
59142,3,2,1,1,1,1,1,3,1,1,27,27,3
59143,1,3,1,1,1,1,1,6,1,1,27,27,3
59144,2,2,1,1,1,1,2,3,1,1,27,27,3
59145,3,3,1,1,1,1,1,6,1,1,27,27,3
59146,4,2,1,1,1,1,1,4,1,1,27,27,3
59147,5,2,2,1,1,1,1,4,1,1,27,27,3
59148,1,2,1,1,1,1,1,3,1,1,27,27,3
59149,2,3,1,1,1,1,1,4,1,1,27,27,3
59150,3,3,1,1,1,1,1,3,1,1,27,27,3
59151,4,2,2,1,1,1,1,3,1,1,27,27,3
59152,5,3,1,1,1,1,2,2,1,1,27,27,3
59153,1,3,1,1,1,1,1,6,1,1,27,27,3
59154,2,2,1,1,1,1,2,1,1,1,27,27,3
59155,4,2,2,1,1,1,2,5,1,1,27,27,3
59156,5,3,1,1,1,1,1,5,1,1,27,27,3
59157,1,3,1,1,1,1,1,5,1,1,27,27,3
59158,2,3,1,1,1,1,1,3,1,1,27,27,3
59159,3,3,1,1,1,1,1,4,1,1,27,27,3
59160,4,3,1,1,1,1,1,4,1,1,27,27,3
59161,5,3,1,1,1,1,1,3,1,1,27,27,3
59162,1,2,1,1,1,1,2,5,1,1,27,27,3
59163,2,3,1,1,1,1,2,4,1,1,27,27,3
59164,4,2,1,1,1,1,2,1,1,1,27,27,3
59165,5,2,2,1,1,1,1,4,1,1,27,27,3
59166,3,3,1,1,1,1,1,4,1,1,27,27,3
59167,4,3,1,1,1,1,1,4,1,1,27,27,3
59168,5,3,1,2,1,1,1,3,1,1,27,27,3
59169,1,3,1,1,1,1,1,4,1,1,27,27,3
59170,2,3,1,1,1,1,1,4,1,1,27,27,3
59171,5,3,1,1,1,1,1,5,1,1,27,27,3
59172,1,3,1,1,1,1,1,5,1,1,27,27,3
59173,2,3,1,1,1,1,1,2,1,1,27,27,3
59174,3,3,1,1,1,1,1,4,1,1,27,27,3
59175,4,3,1,1,1,1,1,2,1,1,27,27,3
59176,5,3,1,1,1,1,1,8,2,2,27,27,3
59177,1,2,1,1,1,1,1,12,1,1,27,27,3
59178,6,3,6,1,1,1,1,4,1,1,27,27,3
59179,7,3,1,1,1,1,1,2,1,1,27,27,3
59180,10,2,1,1,1,1,2,5,1,1,27,27,3
59181,11,2,1,1,1,1,1,4,1,1,27,27,3
59182,12,2,1,1,1,1,1,4,1,1,27,27,3
59183,13,3,1,1,1,1,1,2,1,1,27,27,0
59184,14,3,1,1,1,1,1,2,1,1,27,27,0
59185,15,3,1,1,1,1,2,3,1,1,27,27,0
59186,16,2,1,1,1,1,1,3,1,1,27,27,0
59187,17,3,1,1,1,1,1,5,1,1,27,27,0
59188,18,3,1,1,1,1,1,5,1,1,27,27,0
59189,19,3,1,1,1,1,1,4,1,1,27,27,0
59190,20,3,1,1,1,1,1,4,1,1,27,27,0
59191,2,3,1,1,1,1,1,3,1,1,27,27,3
59192,4,2,1,1,1,1,1,4,1,1,27,27,3
59193,5,2,1,1,1,1,1,5,1,1,27,27,3
59194,6,2,1,1,1,1,1,2,1,1,27,27,3
59195,7,2,1,1,1,1,1,2,1,1,27,27,3
59196,8,2,2,2,1,1,2,5,1,1,27,27,3
59197,10,2,1,1,1,1,1,3,1,1,27,27,3
59198,11,3,1,1,1,1,1,3,1,1,27,27,3
59199,12,3,1,1,1,1,1,5,1,1,27,27,0
59200,13,3,1,1,1,1,1,5,1,1,27,27,0
59201,14,2,1,1,1,1,1,6,1,1,27,27,0
59202,15,2,2,1,2,2,2,3,1,1,27,27,0
59203,16,3,1,1,1,1,1,2,1,1,27,27,0
59204,17,3,1,1,1,1,1,3,1,1,27,27,0
59205,18,2,2,1,1,1,2,1,1,1,27,27,0
59206,1,2,1,2,1,1,1,5,1,1,27,27,3
59207,2,3,1,2,1,1,1,5,1,1,27,27,3
59208,3,1,1,2,1,1,1,4,1,1,27,27,3
59209,4,3,1,1,1,1,2,3,1,1,27,27,3
59210,5,3,1,1,1,1,2,1,1,1,27,27,3
59211,6,3,1,1,1,1,2,3,1,1,27,27,3
59212,9,2,2,1,1,1,1,4,1,1,27,27,3
59213,10,2,2,1,1,1,1,9,1,1,27,27,3
59214,11,2,1,2,1,1,2,4,1,1,27,27,3
59215,12,2,2,1,1,2,2,1,1,1,27,27,0
59216,3,3,6,2,1,1,2,1,1,1,27,27,3
59217,4,3,1,1,1,1,1,3,1,1,27,27,3
59218,5,3,1,2,1,1,1,2,1,1,27,27,3
59219,1,3,1,1,1,1,1,3,1,1,27,27,3
59220,3,3,1,1,1,1,1,4,1,1,27,27,3
59221,5,2,2,1,2,2,2,2,1,1,27,27,3
59222,2,2,1,1,1,1,2,2,1,1,27,27,3
59223,3,2,1,1,1,1,1,3,1,1,27,27,3
59224,4,3,1,1,1,1,1,5,1,1,27,27,3
59225,5,3,1,1,1,1,1,2,1,1,27,27,3
59226,6,3,1,1,1,1,1,3,1,1,27,27,3
59227,8,2,1,1,1,1,1,6,1,1,27,27,3
59228,9,3,1,1,1,1,1,2,1,1,27,27,3
59229,10,3,1,1,1,1,1,5,1,1,27,27,3
59230,11,2,1,1,1,2,2,3,1,1,27,27,3
59231,12,3,1,1,1,1,1,2,1,1,27,27,0
59232,13,3,1,1,1,1,1,4,1,1,27,27,0
59233,14,3,1,1,1,1,1,4,1,1,27,27,0
59234,15,2,1,1,1,1,2,3,1,1,27,27,0
59235,16,2,1,1,1,1,1,2,1,1,27,27,0
59236,17,3,1,1,1,1,1,3,1,1,27,27,0
59237,18,3,2,1,1,1,2,3,1,1,27,27,0
59238,1,2,1,1,1,1,1,4,1,1,27,27,3
59239,3,2,1,1,1,1,1,3,1,1,27,27,3
59240,4,3,1,1,1,1,1,3,1,1,27,27,3
59241,5,2,1,1,1,2,1,2,1,1,27,27,3
59242,6,3,1,1,1,1,1,5,1,1,27,27,3
59243,7,2,4,1,1,1,2,2,1,1,27,27,3
59244,9,3,1,1,1,1,1,4,1,1,27,27,3
59245,10,2,2,1,1,1,1,3,1,1,27,27,3
59246,11,3,1,1,1,1,1,3,1,1,27,27,3
59247,12,2,2,1,1,1,1,5,1,1,27,27,0
59248,14,2,1,1,1,1,1,3,1,1,27,27,0
59249,2,2,1,1,1,1,2,2,1,1,27,27,3
59250,3,2,1,1,1,1,1,4,1,1,27,27,3
59251,1,3,1,1,1,1,1,4,1,1,27,27,3
59252,2,3,1,1,1,1,1,3,1,1,27,27,3
59253,3,3,1,1,1,1,1,3,1,1,27,27,3
59254,4,3,1,1,1,1,1,6,1,1,27,27,3
59255,5,3,1,1,1,1,1,9,1,1,27,27,3
59256,2,3,1,1,1,1,1,4,1,1,27,27,3
59257,3,3,1,1,1,1,1,6,1,1,27,27,3
59258,5,3,1,1,1,1,1,2,1,1,27,27,3
59259,1,2,1,1,1,1,2,2,1,1,27,27,3
59260,2,3,1,1,1,1,1,2,1,1,27,27,3
59261,4,2,1,1,1,1,1,4,1,1,27,27,3
59262,2,2,1,1,1,1,1,3,1,1,27,27,3
59263,3,3,1,1,1,1,1,4,1,1,27,27,3
59264,4,2,1,1,1,1,1,1,1,1,27,27,3
59265,5,2,1,1,1,2,1,6,1,1,27,27,3
59266,1,1,1,2,1,1,1,6,1,1,27,27,3
59267,3,3,1,2,1,1,1,1,1,1,27,27,3
59268,4,2,1,1,1,1,1,3,1,1,27,27,3
59269,5,2,1,2,1,1,1,3,1,1,27,27,3
59270,1,3,1,2,1,1,1,5,1,1,27,27,3
59271,2,1,1,1,1,1,1,5,1,1,27,27,3
59272,3,2,1,2,1,1,1,8,1,1,27,27,3
59273,4,2,1,2,1,2,1,2,1,1,27,27,3
59274,1,3,1,1,1,1,1,4,1,1,27,27,3
59275,2,3,1,1,1,1,1,4,1,1,27,27,3
59276,3,3,1,1,1,1,1,4,1,1,27,27,3
59277,4,3,1,1,1,1,1,1,1,1,27,27,3
59278,5,3,1,1,1,1,1,2,1,1,27,27,3
59279,1,3,1,1,1,1,1,1,1,1,27,27,3
59280,2,3,1,1,1,1,1,5,1,1,27,27,3
59281,3,3,1,1,1,1,1,4,1,1,27,27,3
59282,5,3,1,1,1,1,1,7,1,1,27,27,3
59283,14,3,1,1,1,1,2,1,1,1,27,27,0
59284,15,2,1,1,1,1,1,4,1,1,27,27,0
59285,17,3,1,5,1,1,1,3,1,1,27,27,0
59286,19,2,2,1,1,1,2,1,1,1,27,27,0
59287,20,2,6,2,1,1,1,2,1,1,27,27,0
59288,1,3,1,1,1,2,2,3,1,1,27,27,3
59289,2,2,1,1,1,1,1,2,1,1,27,27,3
59290,3,3,1,1,1,1,1,4,1,1,27,27,3
59291,4,3,1,1,1,1,1,5,1,1,27,27,3
59292,5,3,1,1,1,1,1,4,1,1,27,27,3
59293,6,3,1,1,1,1,1,5,1,1,27,27,3
59294,7,3,1,1,1,1,1,7,2,2,27,27,3
59295,10,2,1,1,1,1,1,5,1,1,27,27,3
59296,11,3,1,1,1,1,1,5,1,1,27,27,3
59297,12,2,1,1,1,1,1,4,1,1,27,27,3
59298,13,3,2,1,1,1,1,5,1,1,27,27,0
59299,14,3,1,1,1,1,1,4,1,1,27,27,0
59300,15,2,1,1,1,1,1,3,1,1,27,27,0
59301,16,3,1,1,1,1,1,4,1,1,27,27,0
59302,17,2,1,1,1,1,1,5,1,1,27,27,0
59303,18,3,1,1,1,1,1,2,1,1,27,27,0
59304,19,3,1,1,1,1,1,3,1,1,27,27,0
59305,20,3,1,1,1,1,1,3,1,1,27,27,0
59306,1,2,1,1,1,1,2,1,1,1,27,27,3
59307,2,3,1,1,1,1,1,2,1,1,27,27,3
59308,3,3,1,1,1,1,1,6,1,1,27,27,3
59309,4,2,1,1,1,1,1,1,1,1,27,27,3
59310,6,3,1,1,1,1,1,1,1,1,27,27,3
59311,7,3,1,1,1,1,1,1,1,1,27,27,3
59312,8,2,1,1,1,1,2,1,1,1,27,27,3
59313,9,3,1,1,1,1,1,7,1,1,27,27,3
59314,11,3,1,1,1,1,1,3,1,1,27,27,3
59315,12,3,1,1,1,1,1,2,1,1,27,27,0
59316,14,3,1,1,1,1,1,7,2,2,27,27,0
59317,15,3,1,1,1,1,1,4,1,1,27,27,0
59318,16,3,1,1,1,1,1,5,1,1,27,27,0
59319,18,2,1,1,1,1,1,4,1,1,27,27,0
59320,19,3,1,1,1,1,1,2,1,1,27,27,0
59321,20,3,1,1,1,1,1,6,1,1,27,27,0
59322,15,3,1,1,1,1,1,2,1,1,27,27,0
59323,16,3,1,1,1,1,1,1,1,1,27,27,0
59324,17,3,1,1,1,1,1,5,1,1,27,27,0
59325,18,3,1,1,1,1,1,2,1,1,27,27,0
59326,19,3,1,1,1,1,1,2,1,1,27,27,0
59327,20,2,6,2,1,1,1,6,1,1,27,27,0
59328,1,2,1,2,1,1,1,4,1,1,27,27,3
59329,2,2,2,2,1,1,1,3,1,1,27,27,3
59330,3,2,1,2,1,1,1,2,1,1,27,27,3
59331,5,3,2,2,1,1,1,4,1,1,27,27,3
59332,6,2,1,2,1,1,1,2,1,1,27,27,3
59333,7,2,1,2,1,1,1,4,1,1,27,27,3
59334,8,2,2,2,1,1,1,2,1,1,27,27,3
59335,9,2,1,2,1,1,1,4,1,1,27,27,3
59336,10,2,2,2,1,1,1,3,1,1,27,27,3
59337,11,2,6,2,1,1,1,3,1,1,27,27,3
59338,12,2,1,2,1,1,1,4,1,1,27,27,0
59339,13,2,1,2,1,1,2,5,1,1,27,27,0
59340,16,2,2,2,1,2,2,1,1,1,27,27,0
59341,17,2,1,2,1,1,1,5,1,1,27,27,0
59342,18,2,2,2,1,2,1,2,1,1,27,27,0
59343,19,2,1,2,1,1,1,6,1,1,27,27,0
59344,20,2,1,2,1,1,1,4,1,1,27,27,0
59345,2,3,1,2,1,1,1,6,1,1,27,27,3
59346,3,2,2,2,1,1,1,3,1,1,27,27,3
59347,4,2,1,1,1,1,1,4,1,1,27,27,3
59348,5,2,6,2,1,1,1,2,1,1,27,27,3
59349,6,2,3,2,1,2,1,4,1,1,27,27,3
59350,7,2,6,2,1,1,1,4,1,1,27,27,3
59351,8,2,6,2,1,1,1,4,1,1,27,27,3
59352,9,2,6,2,1,2,1,4,1,1,27,27,3
59353,11,2,6,5,1,1,2,2,1,1,27,27,3
59354,12,2,6,2,1,1,1,2,1,1,27,27,0
59355,13,2,1,2,1,1,1,7,1,1,27,27,0
59356,15,2,6,2,1,1,1,4,1,1,27,27,0
59357,16,2,1,2,1,1,1,5,1,1,27,27,0
59358,18,2,2,2,1,2,2,4,1,1,27,27,0
59359,1,3,1,1,1,1,1,3,1,1,27,27,3
59360,3,3,1,1,1,1,1,4,1,1,27,27,3
59361,4,3,1,1,1,1,1,4,1,1,27,27,3
59362,1,3,1,1,1,1,1,5,1,1,27,27,3
59363,2,3,1,1,1,1,2,5,1,1,27,27,3
59364,3,3,1,1,1,1,1,4,1,1,27,27,3
59365,4,3,1,1,1,1,1,4,1,1,27,27,3
59366,5,3,1,1,1,1,1,5,1,1,27,27,3
59367,1,2,1,1,1,1,1,3,1,1,27,27,3
59368,2,3,1,1,1,1,1,1,1,1,27,27,3
59369,5,3,1,1,1,1,1,2,1,1,27,27,3
59370,1,3,1,1,1,1,1,4,1,1,27,27,3
59371,2,3,1,1,1,1,1,4,1,1,27,27,3
59372,3,3,1,1,1,1,1,2,1,1,27,27,3
59373,4,3,1,1,1,1,1,4,1,1,27,27,3
59374,5,3,1,1,1,1,1,2,1,1,27,27,3
59375,1,2,2,2,1,1,1,4,1,1,27,27,3
59376,2,2,2,2,1,1,1,3,1,1,27,27,3
59377,4,2,1,1,1,1,1,4,1,1,27,27,3
59378,5,1,2,2,1,1,2,6,1,1,27,27,3
59379,1,2,1,1,1,1,1,4,1,1,27,27,3
59380,3,3,1,1,1,1,1,4,1,1,27,27,3
59381,4,2,1,2,1,1,1,4,1,1,27,27,3
59382,5,2,1,1,1,1,1,2,1,1,27,27,3
59383,1,2,1,1,1,1,1,6,1,1,27,27,3
59384,2,3,1,1,1,1,1,4,1,1,27,27,3
59385,3,2,1,1,1,1,1,1,1,1,27,27,3
59386,4,3,1,1,1,1,1,4,1,1,27,27,3
59387,5,3,1,1,1,1,1,5,1,1,27,27,3
59388,1,2,1,1,1,1,1,5,1,1,27,27,3
59389,2,3,1,1,1,1,1,1,1,1,27,27,3
59390,3,3,1,1,1,1,1,3,1,1,27,27,3
59391,4,3,1,1,1,1,1,3,1,1,27,27,3
59392,1,2,2,1,1,1,2,1,1,1,27,27,3
59393,2,2,2,1,1,2,2,1,1,1,27,27,3
59394,3,2,2,1,1,1,1,5,1,1,27,27,3
59395,4,2,1,2,1,1,2,4,1,1,27,27,3
59396,1,2,1,1,1,1,2,2,1,1,27,27,3
59397,2,3,1,1,1,1,2,2,1,1,27,27,3
59398,3,3,1,1,1,1,1,3,1,1,27,27,3
59399,6,2,1,1,1,1,1,6,1,1,27,27,3
59400,7,2,1,1,1,1,1,2,1,1,27,27,3
59401,8,3,1,1,1,1,1,2,1,1,27,27,3
59402,9,3,1,1,1,1,1,5,1,1,27,27,3
59403,10,2,1,1,1,1,2,5,1,1,27,27,3
59404,11,3,6,2,1,1,1,5,1,1,27,27,3
59405,12,3,1,1,1,1,2,4,1,1,27,27,0
59406,13,3,1,2,1,1,1,5,1,1,27,27,0
59407,14,2,1,1,1,1,1,4,1,1,27,27,0
59408,15,2,1,1,1,1,1,1,1,1,27,27,0
59409,16,3,1,1,1,1,1,5,1,1,27,27,0
59410,17,1,6,5,1,2,2,1,1,1,27,27,0
59411,19,2,1,2,1,1,1,6,1,1,27,27,0
59412,1,3,1,1,1,1,1,3,1,1,27,27,3
59413,3,2,1,1,1,1,1,4,1,1,27,27,3
59414,4,2,1,1,1,1,1,5,1,1,27,27,3
59415,5,2,2,1,1,1,2,2,1,1,27,27,3
59416,7,2,2,1,1,1,1,4,1,1,27,27,3
59417,8,3,1,1,1,1,1,3,1,1,27,27,3
59418,9,2,2,1,1,2,2,2,1,1,27,27,3
59419,10,2,1,2,1,1,1,7,1,1,27,27,3
59420,12,3,1,1,1,1,2,3,1,1,27,27,0
59421,13,3,1,1,1,1,1,3,1,1,27,27,0
59422,14,3,1,1,1,1,1,4,1,1,27,27,0
59423,16,3,1,1,1,1,1,4,1,1,27,27,0
59424,17,3,1,1,1,1,1,5,1,1,27,27,0
59425,19,3,1,1,1,1,1,4,1,1,27,27,0
59426,20,2,4,2,1,1,1,2,1,1,27,27,0
59427,1,2,2,1,1,1,1,4,1,1,27,27,3
59428,2,2,1,1,1,1,1,4,1,1,27,27,3
59429,4,2,1,1,1,1,1,5,1,1,27,27,3
59430,5,2,2,2,1,1,1,2,1,1,27,27,3
